case_id,conversation_id,intent,human_routing,system_routing,match,system_reasons,customer_message
gold_085,conv_260455,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,all I want to do is setup my new iPhone 8! Why is does my password keep getting locked out! Can’t access cloud or apps 😡😡😡
gold_086,conv_242350,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,Grrr! Why won’t the contacts from my phone back up to iCloud?? @AppleSupport #icloud
gold_087,conv_152916,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,.@AppleSupport So I can use the Python call os.utimes() to modify file timestamps anywhere EXCEPT files in my iCloud Drive Folder :-(
gold_088,conv_148136,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.98 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,ok i have $15 in my itunes account now how do i use that to pay for my icloud storage
gold_089,conv_177846,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"My iPhone won't backup to iCloud whenever I plug in. I've been trying all week and nothing will work. When I go to settings and click back up now, it never finishes. Would resetting all the settings fix things?"
gold_090,conv_48044,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"Hi, I've just reset my phone and restored from icloud but none of my apps are downloading."
gold_091,conv_127143,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,my uncle upgraded to the iPhone X but is having tons of problems transferring over his photos from his iPhone 6. He bought extra iCloud storage but only 200 of 1700 photos transferred. He has plenty of iCloud storage
gold_092,conv_50023,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Why does the method posted today on changing your Apple ID from a third party address to an iCloud address not work? https://t.co/7UC8DUYmvy
gold_093,conv_289118,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"I'm stuck with the old app store that don't support iCloud well. But I need to login with my iCloud to update to sierra.

:( @AppleSupport"
gold_094,conv_110950,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"I don't get this screen on my itunes for windows. Hence I cannot sync my ripped music to icloud, iphone and other i-devices. Home sharing isn't good enough! Help https://t.co/G3ctMEuLsA"
gold_095,conv_97017,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,I was supposed to get an answer from Engineering as to why my iCloud drive isnt working. Grady has been an amazing help but my case isn't resolved one bit yet. Case number 100360325798
gold_096,conv_41650,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,Hey @AppleSupport my iCloud mail is getting hammered with spam. Did you turn off filters? Under attack? LMK.
gold_097,conv_150046,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,can you help me with my nan to find her email address for ICloud as she’s lost all of her photos and she’s really really upset about it 😭
gold_098,conv_59606,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"Uhhhh @AppleSupport , this you? 🤔 why is it saying my Apple ID will be disabled? https://t.co/onVhJjkYAU"
gold_099,conv_246500,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,it comes from appleid email address first clue
gold_100,conv_172941,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"tried to create apple ID, entered the verification numbers, kept getting error reports. will have to cancel the order for the iPhone"
gold_101,conv_259988,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"I keep getting prompts in iOS11 to set up 2FA, but when I tap on them they just disappear and nothing else happens."
gold_102,conv_112824,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,My phone got stolen but i can't change my apple id password because of the 2 step verification that requires my phone! Do you have a uk based email that i can contact about this?
gold_103,conv_43367,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Can’t change the Apple ID to @798.com Website stills shows it is not possible. I used this document: https://t.co/5tVOJEnCkg
gold_104,conv_146591,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.98 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"iCloud backup failed restoring my 190-some odd GB of videos and photos to my iPhone X.... time to factory reset and do another restore. Time to add a “continue restore” button @115858 @AppleSupport, the backup system is #rsync based...right?"
gold_105,conv_81982,ACCOUNT_APPLE_ID,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,What is 'profile' and 'Secure' in iCloud? https://t.co/JqToSmfVv2
gold_106,conv_84163,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.92 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Will the Apple 4k TV support HDMI 2.1? You sell the cables but will the cables work with the 4k Apple TV.
gold_107,conv_250084,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.82 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,when I go to purchase Apple Music I put in my password and says I cannot connect to iTunes Store
gold_108,conv_36028,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.82 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Trying to access iTunes Connect and keep getting this when I click on artists. On two different computers (both IE and Chrome) https://t.co/SLcNN0jSkW
gold_109,conv_143544,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,"I am unable to pair devices with apple configurator, it's taking life time ""looking for devices"", once ii found, tried to pair, it asked for auth token from other device which i never received in other device. Can you please help."
gold_110,conv_112818,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.98 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Mr. Robot won’t load on Apple TV. Getting an endless spinner. Everything else (all other shows and apps) loads fine. Tried restarting and our wifi is working fine. Can you help?
gold_111,conv_211310,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.98 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,I can’t connect my ipad to my school WiFi with iOS 11.
gold_112,conv_284943,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.94 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Excuse me but my cellular data isn’t working & I still have plenty of gigabytes left. Restarting didn’t work...
gold_113,conv_123723,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.94 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,hey! how can I update my iphone using cellular data?
gold_114,conv_148077,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,how do I stop my WiFi from automatically connecting to a network by itself?
gold_115,conv_15318,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.92 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,streaming has always been an issue to appletv. Who gets this one? https://t.co/kVi5FjLvDU
gold_116,conv_152951,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.82 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"Spent an hour waiting on hold with @AppleSupport this morning, only to have them disconnect the call before I could talk with anyone. Frustrating."
gold_117,conv_248739,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.98 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Why does my phone keep automatically turning on WiFi and Bluetooth even when I manually turn them off 😤 @AppleSupport
gold_118,conv_289132,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,since the iOS update on my phone my WiFi keeps turning on without being asked. Is it a bug or can I stop it?
gold_119,conv_270328,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.98 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,I can’t access some websites through Safari on WiFi after upgrading to iOS 11.0.2. I can acces them on LTE though. Ideas?
gold_120,conv_148295,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,"hi, @AppleSupport how do i get rid of the syncing? symbol next to my wifi. it's been like this for months. https://t.co/9oZQ3nP7TH"
gold_121,conv_42628,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,You have a Homekit bug where some guest users can’t connect to the hub. Support team has not been helpful thus far.
gold_122,conv_269176,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.92 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"hi, I have some problems with my appletv 4, I can’t download anything on App Store but have 10 mb of internet https://t.co/eUrhiU64bP"
gold_123,conv_284930,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,latest software 11.2 is good but thr is Sml problem dat wifi remains on even it’s off at shortcut pls advise @AppleSupport @13965
gold_124,conv_188298,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.94 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"i bought a new i phone6 and when I am activating it this following message appeared ""sim card not support "" what to do"
gold_125,conv_188282,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.98 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Tiered of my wi-fi automatically disconnecting from my #iPhone when on standby & is locked. Unsure if its #iOS issue or nt? @AppleSupport
gold_126,conv_291435,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.92 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,since update Bluetooth keeps turning back on and doesn’t switch off via control panel. Why is this happening?
gold_127,conv_234983,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.92 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,apple tv remote not working on my control center...how can i fix
gold_128,conv_35259,CONNECTIVITY_NETWORKING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.97 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"Hi! Although I have full coverage, even with LTE, on my iPhone, I can’t connect to the internet. Can you help me?"
gold_129,conv_229203,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.92 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,I just did the update and I can’t find the AirDrop button anywhere. Where can I find it?
gold_130,conv_248734,CONNECTIVITY_NETWORKING,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.98 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"my phone keeps turning brightness up, wifi on, and bluetooth on. My phone died and wouldnt turn on for a while. ios 11 👎🏼"
gold_131,conv_285196,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.94 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,help my iphone doesn't pick up my earphones when i plug them in it continues to play the music out loud @AppleSupport
gold_132,conv_257117,AUDIO_ACCESSORIES,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,simple problem w airpods. phone/chat support not helpful (I know more than they do.) How do I speak with someone who can help?
gold_133,conv_31962,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,AirPods are connected but don’t play audio anymore any troubleshooting tips?
gold_134,conv_105323,AUDIO_ACCESSORIES,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,MY AIRPODS CASE WONT ChARGE WTF @AppleSupport
gold_135,conv_211189,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.94 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Why didn't my IPhone 7 come with a headset adapter?
gold_136,conv_109007,AUDIO_ACCESSORIES,AUTO_HANDLE,HUMAN_ESCALATION,False,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,Why do my earphones sound like they’re only half as loud as they would be full volume?!!! @AppleSupport
gold_137,conv_264813,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.94 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,i got my iphone 8 like 2 weeks ago and the headphones are already shorting in and out
gold_138,conv_236780,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.94 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,hi the earphones i got with my iphone 7 have broken already and i’ve only had them since marchv
gold_139,conv_63165,AUDIO_ACCESSORIES,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,"got these brand new headphones, and they didn’t even work right out of the box. where’s the quality control? Smh https://t.co/HWtN2vkaTV"
gold_140,conv_110901,AUDIO_ACCESSORIES,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,how to transfer my Apple Watch on my new iPhone ? and for AirPods too pls @AppleSupport
gold_141,conv_41683,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,I updated my iOS last night but the Bluetooth connectivity is still not acceptable. My Bluetooth earbuds will not pair. Help!
gold_142,conv_81811,AUDIO_ACCESSORIES,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,i have bought 5s in march and my earphone is nt wrkng .service centre denying to replace .help pls rgds gurnam 9971269316
gold_143,conv_261300,AUDIO_ACCESSORIES,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.94 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"Updated my iPhone, its saying headphones are plugged in when they’re not, sound only works when I plug headphones in. #help @AppleSupport"
gold_144,conv_14326,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.94 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"Updated my phone last night & now its stuck in headphone mode, cant hear anything on video, FaceTime & call sound goes in&out @AppleSupport"
gold_145,conv_98878,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.88 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"My iPhone 8+ has suddenly began acting up. It’s randomly restarting by itself, no sound is working as in when I receive a text or call my phone doesn’t make a sound. My touchscreen isn’t responsive sometimes and I can’t play videos in apps, like YouTube or Hayu."
gold_146,conv_241578,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Got AirPods today and love them. Took on a run with Apl Watch 3 and music cut out for 1 sec about every 20 secs. Any ideas?
gold_147,conv_245378,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"My left AirPod seems to have died in the wake of 11.0.2. Restarting AirPods, re-pairing AirPods, and resetting network settings have done nothing. I bought these last week. Help!"
gold_148,conv_23122,AUDIO_ACCESSORIES,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,you guys are terrible back in October you said you’d send me something so I could send in my AirPods for repair since they didn’t work when I bought them. You never sent them to me at fort sill. Thanks!
gold_149,conv_187435,AUDIO_ACCESSORIES,AUTO_HANDLE,HUMAN_ESCALATION,False,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,"My beats solo 3 headphones are having the leather and rubber come apart from the plastic, what should I do?"
gold_150,conv_53588,AUDIO_ACCESSORIES,AUTO_HANDLE,AUTO_HANDLE,True,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"Also, why do my AirPods suddenly stop playing music after being connected for awhile?"
gold_151,conv_159615,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,WHY AM I GETTING CHARGED $15 TWICE?! For NOTHING
gold_152,conv_236814,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,hi cancelled Apple Music about 2 months ago and I’m still being charged for it
gold_153,conv_148173,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"So @115858 @AppleSupport instruct me to take up a consumer complaint with alternative dispute resolution in UK. BUT, they say ""apple has refused to cooperate with us!"" Anyone any bright ideas?"
gold_154,conv_101304,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"how do I go about raising a high level complaint please? 4 senior techs couldn’t help fix my problem, now my e mails are being unanswered, want a refund for a product that’s not fit for purpose, have tried everything to fix, thanks."
gold_155,conv_188370,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"I was not using my iPad for many weeks now, after I charged it, no longer opens. It’s not appearing on iTunes devices."
gold_156,conv_271280,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,Two apps that I did not purchase appeared on my iPhone. Also received notification of $1.99 weekly subscription to one. WTF? https://t.co/rKaebzabTu
gold_157,conv_61323,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,I accidentally bought something is there anyway I can get a refund
gold_158,conv_23100,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,", why do I keep getting charged over £20 for anything I buy from iTunes? Bought an album for £4.99 and got charged £20.67. Same thing happened a couple of weeks ago to. Why?! https://t.co/0fIDOKovNP"
gold_159,conv_151543,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"in addition to 11.1.2 burning through my battery, it appears to also be burning through my data. Now I’m getting charged. Please address!"
gold_160,conv_174160,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,My Apple Watch keeps turning off and on by itself and it’s charged. What do I do?
gold_161,conv_177017,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,I accidentally clicked 1 button on a $10 in-app purchase and it went though before I could hit cancel. I do not want the purchase. Can I undo it?
gold_162,conv_272203,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,if i downloaded songs from apple music shouldn't they stay even after my subscription expired?
gold_163,conv_61344,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,"I am trying to install a free app, and it keeps asking me for billing information, and it keeps declining my billion information. I need help"
gold_164,conv_149947,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.98 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,You charged me for Apple Music but didn’t even tell me my trial was over. I want a refund @AppleSupport
gold_165,conv_47995,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,"hi there, I need to inquire something regarding he refund of an item"
gold_166,conv_195920,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"Welp, iOS 11.0.2 has officially ruined my battery. Have charged my iPhone 7 three times today. @115858 @AppleSupport will 11.0.3 resolve?"
gold_167,conv_107358,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.95 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"ok... woke up yesterday and my podcast app had changed AGAIN. My subscriptions disappeared, and when it restored all my new subs were gone. Also the Listen Now is in NO order whatsoever. How can I get my old app back? https://t.co/aemWLxGmmE"
gold_168,conv_151426,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,HUMAN_ESCALATION,True,No historical resolved support cases found to ground response.; Response validation failed (hallucination or unverified claim check).,try to buy a product from your page like I've always done. The address on my card is different than the one I need the invoice for. No can do in your system. Fix that ASAP please... What with all those locks....
gold_169,conv_145186,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,can i refund an album i bought 3 years ago? @118721 @115858 @AppleSupport
gold_170,conv_90654,SUBSCRIPTIONS_BILLING,HUMAN_ESCALATION,AUTO_HANDLE,False,High intent confidence (0.96 >= 0.80); Sufficient historical evidence retrieved and verified; No human escalation triggers or risk keywords detected; All grounding and policy checks successfully passed,"excuse me,
I'm got a refund confirmation email but nothing happened.
Do I have to do anythings?"
gold_171,conv_229185,GENERAL_INQUIRY,HUMAN_ESCALATION,HUMAN_ESCALATION,True,Intent classification confidence (0.65) below threshold (0.80).,I can’t access my music through @115948 and I can’t text anyone through iMessage. WHY IS THIS A CONSTANT PROBLEM?! @AppleSupport
